# time [s],deformation [mm]
1,-1.255
2,-1.255
3,-1.255
4,-1.255
5,-1.255
6,-1.255
7,-1.255
8,-1.255
9,-1.255
10,-1.255
11,-1.255
12,-1.255
13,-1.255
14,-1.255
15,-1.255
16,-1.255
17,-1.255
18,-1.255
19,-1.255
20,-1.255
21,-1.255
22,-1.255
23,-1.255
24,-1.255
25,-1.255
26,-1.299
27,-1.311
28,-1.319
29,-1.327
30,-1.332
31,-1.337
32,-1.342
33,-1.346
34,-1.350
35,-1.354
36,-1.358
37,-1.362
38,-1.365
39,-1.368
40,-1.371
41,-1.374
42,-1.377
43,-1.380
44,-1.382
45,-1.385
46,-1.387
47,-1.390
48,-1.392
49,-1.395
50,-1.397
51,-1.399
52,-1.402
53,-1.404
54,-1.406
55,-1.408
56,-1.410
57,-1.412
58,-1.414
59,-1.416
60,-1.417
61,-1.420
62,-1.422
63,-1.423
64,-1.425
65,-1.427
66,-1.429
67,-1.431
68,-1.432
69,-1.434
70,-1.435
71,-1.437
72,-1.439
73,-1.440
74,-1.442
75,-1.443
76,-1.445
77,-1.446
78,-1.448
79,-1.449
80,-1.451
81,-1.453
82,-1.454
83,-1.455
84,-1.457
85,-1.458
86,-1.460
87,-1.461
88,-1.463
89,-1.464
90,-1.465
91,-1.467
92,-1.468
93,-1.469
94,-1.471
95,-1.472
96,-1.473
97,-1.474
98,-1.476
99,-1.477
100,-1.478
101,-1.479
102,-1.480
103,-1.482
104,-1.483
105,-1.484
106,-1.486
107,-1.487
108,-1.488
109,-1.489
110,-1.490
111,-1.492
112,-1.493
113,-1.494
114,-1.495
115,-1.496
116,-1.497
117,-1.498
118,-1.499
119,-1.501
120,-1.501
121,-1.503
122,-1.504
123,-1.505
124,-1.506
125,-1.507
126,-1.508
127,-1.509
128,-1.510
129,-1.511
130,-1.512
131,-1.513
132,-1.514
133,-1.515
134,-1.516
135,-1.517
136,-1.518
137,-1.519
138,-1.520
139,-1.521
140,-1.522
141,-1.523
142,-1.524
143,-1.525
144,-1.526
145,-1.527
146,-1.528
147,-1.529
148,-1.530
149,-1.531
150,-1.532
151,-1.533
152,-1.534
153,-1.534
154,-1.535
155,-1.536
156,-1.537
157,-1.538
158,-1.539
159,-1.540
160,-1.541
161,-1.542
162,-1.542
163,-1.543
164,-1.544
165,-1.545
166,-1.546
167,-1.547
168,-1.548
169,-1.549
170,-1.550
171,-1.551
172,-1.551
173,-1.552
174,-1.553
175,-1.554
176,-1.555
177,-1.556
178,-1.557
179,-1.557
180,-1.558
181,-1.559
182,-1.560
183,-1.561
184,-1.561
185,-1.562
186,-1.563
187,-1.564
188,-1.565
189,-1.565
190,-1.566
191,-1.567
192,-1.567
193,-1.568
194,-1.569
195,-1.570
196,-1.571
197,-1.572
198,-1.572
199,-1.573
200,-1.574
201,-1.575
202,-1.575
203,-1.576
204,-1.577
205,-1.577
206,-1.578
207,-1.579
208,-1.580
209,-1.581
210,-1.581
211,-1.582
212,-1.583
213,-1.584
214,-1.584
215,-1.585
216,-1.586
217,-1.587
218,-1.587
219,-1.588
220,-1.589
221,-1.590
222,-1.590
223,-1.591
224,-1.592
225,-1.592
226,-1.593
227,-1.593
228,-1.594
229,-1.595
230,-1.596
231,-1.596
232,-1.597
233,-1.598
234,-1.598
235,-1.599
236,-1.600
237,-1.600
238,-1.601
239,-1.602
240,-1.602
241,-1.603
242,-1.603
243,-1.604
244,-1.605
245,-1.605
246,-1.606
247,-1.607
248,-1.607
249,-1.608
250,-1.609
251,-1.609
252,-1.610
253,-1.611
254,-1.611
255,-1.612
256,-1.613
257,-1.613
258,-1.614
259,-1.615
260,-1.615
261,-1.616
262,-1.617
263,-1.617
264,-1.618
265,-1.619
266,-1.619
267,-1.620
268,-1.620
269,-1.621
270,-1.622
271,-1.622
272,-1.623
273,-1.623
274,-1.624
275,-1.625
276,-1.625
277,-1.626
278,-1.626
279,-1.627
280,-1.628
281,-1.628
282,-1.629
283,-1.629
284,-1.630
285,-1.630
286,-1.631
287,-1.632
288,-1.632
289,-1.633
290,-1.633
291,-1.634
292,-1.634
293,-1.635
294,-1.636
295,-1.636
296,-1.637
297,-1.637
298,-1.638
299,-1.638
300,-1.639
301,-1.639
302,-1.640
303,-1.641
304,-1.641
305,-1.642
306,-1.642
307,-1.643
308,-1.644
309,-1.644
310,-1.645
311,-1.645
312,-1.646
313,-1.646
314,-1.647
315,-1.647
316,-1.648
317,-1.649
318,-1.649
319,-1.650
320,-1.650
321,-1.651
322,-1.651
323,-1.652
324,-1.652
325,-1.653
326,-1.653
327,-1.654
328,-1.654
329,-1.655
330,-1.655
331,-1.656
332,-1.657
333,-1.657
334,-1.657
335,-1.658
336,-1.659
337,-1.659
338,-1.660
339,-1.660
340,-1.661
341,-1.661
342,-1.662
343,-1.662
344,-1.663
345,-1.663
346,-1.663
347,-1.664
348,-1.664
349,-1.665
350,-1.665
351,-1.666
352,-1.666
353,-1.667
354,-1.667
355,-1.668
356,-1.668
357,-1.669
358,-1.669
359,-1.670
360,-1.670
361,-1.671
362,-1.671
363,-1.672
364,-1.672
365,-1.673
366,-1.673
367,-1.673
368,-1.674
369,-1.674
370,-1.675
371,-1.676
372,-1.676
373,-1.677
374,-1.677
375,-1.677
376,-1.678
377,-1.678
378,-1.679
379,-1.679
380,-1.680
381,-1.680
382,-1.681
383,-1.681
384,-1.682
385,-1.682
386,-1.683
387,-1.683
