# time [s],deformation [mm]
1,-5.424
2,-5.424
3,-5.424
4,-5.424
5,-5.424
6,-5.424
7,-5.424
8,-5.424
9,-5.424
10,-5.424
11,-5.424
12,-5.424
13,-5.424
14,-5.424
15,-5.424
16,-5.424
17,-5.424
18,-5.425
19,-5.425
20,-5.425
21,-5.425
22,-5.425
23,-5.425
24,-5.425
25,-5.425
26,-5.425
27,-5.425
28,-5.425
29,-5.425
30,-5.425
31,-5.425
32,-5.425
33,-5.425
34,-5.425
35,-5.425
36,-5.425
37,-5.425
38,-5.425
39,-5.425
40,-5.425
41,-5.425
42,-5.426
43,-5.511
44,-5.533
45,-5.547
46,-5.560
47,-5.570
48,-5.580
49,-5.589
50,-5.598
51,-5.605
52,-5.613
53,-5.621
54,-5.628
55,-5.635
56,-5.641
57,-5.648
58,-5.654
59,-5.661
60,-5.666
61,-5.672
62,-5.678
63,-5.683
64,-5.689
65,-5.695
66,-5.699
67,-5.705
68,-5.710
69,-5.715
70,-5.720
71,-5.725
72,-5.730
73,-5.735
74,-5.740
75,-5.744
76,-5.749
77,-5.754
78,-5.758
79,-5.763
80,-5.767
81,-5.772
82,-5.776
83,-5.781
84,-5.785
85,-5.789
86,-5.793
87,-5.797
88,-5.802
89,-5.806
90,-5.810
91,-5.814
92,-5.818
93,-5.822
94,-5.826
95,-5.830
96,-5.833
97,-5.838
98,-5.841
99,-5.845
100,-5.849
101,-5.853
102,-5.856
103,-5.860
104,-5.863
105,-5.867
106,-5.871
107,-5.874
108,-5.878
109,-5.881
110,-5.885
111,-5.888
112,-5.891
113,-5.895
114,-5.898
115,-5.902
116,-5.905
117,-5.909
118,-5.912
119,-5.915
120,-5.918
121,-5.922
122,-5.925
123,-5.928
124,-5.932
125,-5.935
126,-5.938
127,-5.941
128,-5.945
129,-5.948
130,-5.951
131,-5.954
132,-5.957
133,-5.960
134,-5.963
135,-5.967
136,-5.970
137,-5.973
138,-5.976
139,-5.979
140,-5.983
141,-5.985
142,-5.989
143,-5.992
144,-5.995
145,-5.999
146,-6.002
147,-6.005
148,-6.009
149,-6.012
150,-6.015
151,-6.018
152,-6.021
153,-6.024
154,-6.028
155,-6.031
156,-6.034
157,-6.038
158,-6.041
159,-6.044
160,-6.047
161,-6.050
162,-6.053
163,-6.056
164,-6.059
165,-6.062
166,-6.065
167,-6.069
168,-6.071
169,-6.075
170,-6.078
171,-6.080
172,-6.083
173,-6.086
174,-6.089
175,-6.093
176,-6.096
177,-6.099
178,-6.102
179,-6.105
180,-6.108
181,-6.111
182,-6.114
183,-6.117
184,-6.120
185,-6.123
186,-6.126
187,-6.130
188,-6.133
189,-6.136
190,-6.139
191,-6.142
192,-6.145
193,-6.148
194,-6.151
195,-6.154
196,-6.157
197,-6.160
198,-6.163
199,-6.166
200,-6.169
201,-6.172
202,-6.175
203,-6.178
204,-6.181
205,-6.184
206,-6.187
207,-6.190
208,-6.192
209,-6.196
210,-6.198
211,-6.201
212,-6.204
213,-6.207
214,-6.209
215,-6.212
216,-6.215
217,-6.218
218,-6.221
219,-6.224
220,-6.227
221,-6.229
222,-6.232
223,-6.235
224,-6.238
225,-6.240
226,-6.243
227,-6.246
228,-6.248
229,-6.251
230,-6.254
231,-6.257
232,-6.260
233,-6.262
234,-6.265
235,-6.267
236,-6.270
237,-6.272
238,-6.275
239,-6.278
240,-6.280
241,-6.283
242,-6.286
243,-6.288
244,-6.291
245,-6.294
246,-6.296
247,-6.299
248,-6.301
249,-6.303
250,-6.306
251,-6.309
252,-6.311
253,-6.314
254,-6.316
255,-6.319
256,-6.321
257,-6.324
258,-6.326
259,-6.328
260,-6.331
261,-6.333
262,-6.336
263,-6.338
264,-6.340
265,-6.343
266,-6.345
267,-6.347
268,-6.350
269,-6.352
270,-6.354
271,-6.357
272,-6.359
273,-6.361
274,-6.364
275,-6.366
276,-6.368
277,-6.370
278,-6.372
279,-6.375
280,-6.377
281,-6.379
282,-6.382
283,-6.384
284,-6.386
285,-6.388
286,-6.390
287,-6.392
288,-6.394
289,-6.397
290,-6.399
291,-6.401
292,-6.403
293,-6.405
294,-6.407
295,-6.410
296,-6.412
297,-6.414
298,-6.416
299,-6.418
300,-6.421
301,-6.423
302,-6.425
303,-6.427
304,-6.429
305,-6.431
306,-6.433
307,-6.435
308,-6.437
309,-6.439
310,-6.441
311,-6.443
312,-6.445
313,-6.448
314,-6.450
315,-6.452
316,-6.454
317,-6.456
318,-6.457
319,-6.460
320,-6.462
321,-6.463
322,-6.465
323,-6.467
324,-6.469
325,-6.471
326,-6.473
327,-6.475
328,-6.477
329,-6.479
330,-6.481
331,-6.483
332,-6.485
333,-6.487
334,-6.489
335,-6.491
336,-6.493
337,-6.494
338,-6.496
339,-6.498
340,-6.500
341,-6.502
342,-6.503
343,-6.505
344,-6.507
345,-6.509
346,-6.511
347,-6.513
348,-6.515
349,-6.517
350,-6.519
351,-6.520
352,-6.522
353,-6.524
354,-6.525
355,-6.527
356,-6.529
357,-6.531
358,-6.532
359,-6.534
360,-6.536
361,-6.538
362,-6.539
363,-6.541
364,-6.543
365,-6.545
366,-6.546
367,-6.548
368,-6.550
369,-6.551
370,-6.553
371,-6.555
372,-6.557
373,-6.558
374,-6.560
375,-6.561
376,-6.563
377,-6.565
378,-6.566
379,-6.568
380,-6.570
381,-6.571
382,-6.573
383,-6.575
384,-6.576
385,-6.578
386,-6.580
387,-6.581
388,-6.583
389,-6.585
390,-6.586
391,-6.588
392,-6.590
393,-6.591
394,-6.592
395,-6.594
396,-6.595
397,-6.597
398,-6.599
399,-6.600
400,-6.602
401,-6.604
402,-6.605
403,-6.607
404,-6.608
405,-6.610
406,-6.611
407,-6.613
408,-6.614
409,-6.616
410,-6.617
411,-6.619
412,-6.621
413,-6.622
414,-6.623
415,-6.625
416,-6.626
417,-6.628
418,-6.629
419,-6.631
