# time [s],deformation [mm]
1,-0.069
2,-0.069
3,-0.069
4,-0.069
5,-0.069
6,-0.069
7,-0.069
8,-0.069
9,-0.069
10,-0.069
11,-0.069
12,-0.069
13,-0.069
14,-0.069
15,-0.069
16,-0.069
17,-0.069
18,-0.069
19,-0.069
20,-0.069
21,-0.069
22,-0.069
23,-0.069
24,-0.069
25,-0.069
26,-0.069
27,-0.069
28,-0.069
29,-0.069
30,-0.069
31,-0.069
32,-0.069
33,-0.069
34,-0.069
35,-0.069
36,-0.069
37,-0.069
38,-0.069
39,-0.069
40,-0.069
41,-0.069
42,-0.069
43,-0.069
44,-0.069
45,-0.069
46,-0.069
47,-0.069
48,-0.069
49,-0.069
50,-0.069
51,-0.069
52,-0.069
53,-0.069
54,-0.069
55,-0.069
56,-0.069
57,-0.069
58,-0.069
59,-0.069
60,-0.069
61,-0.069
62,-0.129
63,-0.133
64,-0.135
65,-0.137
66,-0.139
67,-0.141
68,-0.142
69,-0.143
70,-0.144
71,-0.146
72,-0.147
73,-0.148
74,-0.149
75,-0.150
76,-0.150
77,-0.151
78,-0.152
79,-0.153
80,-0.153
81,-0.154
82,-0.155
83,-0.155
84,-0.156
85,-0.157
86,-0.157
87,-0.158
88,-0.158
89,-0.159
90,-0.159
91,-0.160
92,-0.160
93,-0.161
94,-0.161
95,-0.162
96,-0.162
97,-0.162
98,-0.163
99,-0.164
100,-0.164
101,-0.164
102,-0.165
103,-0.165
104,-0.166
105,-0.166
106,-0.166
107,-0.167
108,-0.167
109,-0.167
110,-0.168
111,-0.168
112,-0.168
113,-0.169
114,-0.169
115,-0.169
116,-0.170
117,-0.170
118,-0.170
119,-0.171
120,-0.171
121,-0.171
122,-0.172
123,-0.172
124,-0.172
125,-0.173
126,-0.173
127,-0.173
128,-0.173
129,-0.174
130,-0.174
131,-0.174
132,-0.175
133,-0.175
134,-0.175
135,-0.175
136,-0.176
137,-0.176
138,-0.176
139,-0.176
140,-0.177
141,-0.177
142,-0.177
143,-0.177
144,-0.178
145,-0.178
146,-0.178
147,-0.178
148,-0.179
149,-0.179
150,-0.179
151,-0.179
152,-0.180
153,-0.180
154,-0.180
155,-0.180
156,-0.181
157,-0.181
158,-0.181
159,-0.181
160,-0.182
161,-0.182
162,-0.182
163,-0.182
164,-0.183
165,-0.183
