# time [s],deformation [mm]
1,-1.271
2,-1.271
3,-1.271
4,-1.271
5,-1.271
6,-1.271
7,-1.271
8,-1.271
9,-1.271
10,-1.271
11,-1.271
12,-1.271
13,-1.271
14,-1.271
15,-1.271
16,-1.271
17,-1.271
18,-1.271
19,-1.271
20,-1.271
21,-1.271
22,-1.271
23,-1.271
24,-1.271
25,-1.271
26,-1.271
27,-1.271
28,-1.271
29,-1.271
30,-1.271
31,-1.271
32,-1.271
33,-1.271
34,-1.271
35,-1.271
36,-1.271
37,-1.271
38,-1.271
39,-1.271
40,-1.271
41,-1.271
42,-1.271
43,-1.271
44,-1.271
45,-1.271
46,-1.271
47,-1.271
48,-1.271
49,-1.271
50,-1.271
51,-1.271
52,-1.271
53,-1.271
54,-1.271
55,-1.271
56,-1.271
57,-1.271
58,-1.271
59,-1.271
60,-1.271
61,-1.271
62,-1.271
63,-1.271
64,-1.347
65,-1.362
66,-1.371
67,-1.377
68,-1.382
69,-1.386
70,-1.390
71,-1.393
72,-1.397
73,-1.400
74,-1.403
75,-1.405
76,-1.408
77,-1.410
78,-1.412
79,-1.414
80,-1.416
81,-1.418
82,-1.420
83,-1.422
84,-1.424
85,-1.425
86,-1.427
87,-1.429
88,-1.431
89,-1.432
90,-1.434
91,-1.435
92,-1.437
93,-1.439
94,-1.440
95,-1.441
96,-1.443
97,-1.444
98,-1.445
99,-1.447
100,-1.448
101,-1.449
102,-1.450
103,-1.451
104,-1.453
105,-1.454
106,-1.455
107,-1.456
108,-1.457
109,-1.458
110,-1.460
111,-1.461
112,-1.462
113,-1.463
114,-1.464
115,-1.465
116,-1.466
117,-1.467
118,-1.468
119,-1.470
120,-1.471
121,-1.471
122,-1.473
123,-1.473
124,-1.474
125,-1.475
126,-1.476
127,-1.477
128,-1.478
129,-1.479
130,-1.480
131,-1.481
132,-1.482
133,-1.482
134,-1.483
135,-1.484
136,-1.485
137,-1.486
138,-1.487
139,-1.488
140,-1.489
141,-1.490
142,-1.490
143,-1.491
144,-1.492
145,-1.493
146,-1.494
147,-1.495
148,-1.496
149,-1.496
150,-1.497
151,-1.498
152,-1.499
153,-1.500
154,-1.501
155,-1.501
156,-1.502
157,-1.503
158,-1.504
159,-1.504
160,-1.505
161,-1.506
162,-1.507
163,-1.507
164,-1.508
