# time [s],deformation [mm]
1,-2.496
2,-2.496
3,-2.496
4,-2.496
5,-2.496
6,-2.496
7,-2.496
8,-2.496
9,-2.496
10,-2.496
11,-2.496
12,-2.496
13,-2.496
14,-2.496
15,-2.496
16,-2.496
17,-2.496
18,-2.496
19,-2.496
20,-2.497
21,-2.497
22,-2.497
23,-2.497
24,-2.497
25,-2.497
26,-2.497
27,-2.497
28,-2.497
29,-2.497
30,-2.497
31,-2.588
32,-2.620
33,-2.637
34,-2.650
35,-2.661
36,-2.671
37,-2.680
38,-2.688
39,-2.696
40,-2.702
41,-2.709
42,-2.716
43,-2.721
44,-2.726
45,-2.732
46,-2.736
47,-2.741
48,-2.746
49,-2.750
50,-2.755
51,-2.759
52,-2.762
53,-2.766
54,-2.770
55,-2.773
56,-2.777
57,-2.781
58,-2.784
59,-2.787
60,-2.790
61,-2.793
62,-2.796
63,-2.799
64,-2.802
65,-2.805
66,-2.808
67,-2.811
68,-2.813
69,-2.816
70,-2.818
71,-2.820
72,-2.823
73,-2.825
74,-2.827
75,-2.830
76,-2.832
77,-2.834
78,-2.836
79,-2.838
80,-2.840
81,-2.843
82,-2.844
83,-2.846
84,-2.848
85,-2.850
86,-2.852
87,-2.853
88,-2.855
89,-2.857
90,-2.859
91,-2.860
92,-2.861
93,-2.863
94,-2.865
95,-2.866
96,-2.868
97,-2.869
98,-2.871
99,-2.872
100,-2.874
101,-2.875
102,-2.876
103,-2.878
104,-2.879
105,-2.880
106,-2.881
107,-2.883
108,-2.884
109,-2.885
110,-2.886
111,-2.887
112,-2.888
113,-2.889
114,-2.891
115,-2.891
116,-2.893
117,-2.893
118,-2.895
119,-2.896
120,-2.897
121,-2.898
122,-2.899
123,-2.899
124,-2.900
125,-2.901
126,-2.902
127,-2.903
128,-2.904
129,-2.905
130,-2.906
131,-2.907
132,-2.908
133,-2.908
134,-2.909
135,-2.910
136,-2.911
137,-2.911
138,-2.912
139,-2.913
140,-2.914
141,-2.914
142,-2.915
143,-2.916
144,-2.916
145,-2.917
146,-2.918
147,-2.918
148,-2.919
149,-2.919
150,-2.920
151,-2.921
152,-2.921
153,-2.922
154,-2.922
155,-2.923
156,-2.924
157,-2.924
158,-2.925
159,-2.925
160,-2.926
161,-2.926
162,-2.927
163,-2.927
164,-2.928
165,-2.928
166,-2.929
167,-2.929
168,-2.930
169,-2.930
170,-2.931
171,-2.931
172,-2.932
173,-2.932
174,-2.933
175,-2.933
176,-2.934
177,-2.934
178,-2.935
179,-2.935
180,-2.936
181,-2.936
182,-2.936
183,-2.937
184,-2.937
185,-2.938
186,-2.938
187,-2.939
188,-2.939
189,-2.939
190,-2.940
191,-2.940
192,-2.940
193,-2.941
194,-2.941
195,-2.942
196,-2.942
197,-2.942
198,-2.943
199,-2.943
200,-2.943
201,-2.944
202,-2.944
203,-2.944
204,-2.945
205,-2.945
206,-2.945
207,-2.946
208,-2.946
209,-2.946
210,-2.947
211,-2.947
212,-2.947
213,-2.947
214,-2.948
215,-2.948
216,-2.948
217,-2.949
218,-2.949
219,-2.949
220,-2.950
221,-2.950
222,-2.950
223,-2.950
224,-2.951
225,-2.951
226,-2.951
227,-2.951
228,-2.952
229,-2.952
230,-2.952
231,-2.953
232,-2.953
233,-2.953
234,-2.953
235,-2.954
236,-2.954
237,-2.954
238,-2.954
239,-2.955
240,-2.955
241,-2.955
242,-2.955
243,-2.955
244,-2.956
245,-2.956
246,-2.956
247,-2.956
248,-2.957
249,-2.957
250,-2.957
251,-2.957
252,-2.957
253,-2.958
254,-2.958
255,-2.958
256,-2.958
257,-2.958
258,-2.959
259,-2.959
260,-2.959
261,-2.959
262,-2.960
263,-2.960
264,-2.960
265,-2.960
266,-2.960
267,-2.961
268,-2.961
269,-2.961
270,-2.961
271,-2.961
272,-2.962
273,-2.962
274,-2.962
275,-2.962
276,-2.962
277,-2.963
278,-2.963
279,-2.963
280,-2.963
281,-2.963
282,-2.963
283,-2.964
284,-2.964
285,-2.964
286,-2.964
287,-2.964
288,-2.965
289,-2.965
290,-2.965
291,-2.965
292,-2.965
293,-2.965
294,-2.965
295,-2.966
296,-2.966
297,-2.966
298,-2.966
299,-2.966
300,-2.966
301,-2.967
302,-2.967
303,-2.967
304,-2.967
305,-2.967
306,-2.968
307,-2.968
308,-2.968
309,-2.968
310,-2.968
311,-2.968
312,-2.969
313,-2.969
314,-2.969
315,-2.969
316,-2.969
317,-2.969
318,-2.969
319,-2.970
320,-2.970
321,-2.970
322,-2.970
323,-2.970
324,-2.970
325,-2.970
326,-2.971
327,-2.971
328,-2.971
329,-2.971
330,-2.971
331,-2.971
332,-2.971
333,-2.972
334,-2.972
335,-2.972
336,-2.972
337,-2.972
338,-2.972
339,-2.972
340,-2.972
341,-2.973
342,-2.973
343,-2.973
344,-2.973
345,-2.973
346,-2.973
347,-2.973
348,-2.973
349,-2.973
350,-2.974
351,-2.974
352,-2.974
353,-2.974
354,-2.974
355,-2.974
356,-2.974
357,-2.974
358,-2.975
359,-2.975
360,-2.975
361,-2.975
362,-2.975
363,-2.975
364,-2.975
365,-2.975
366,-2.976
367,-2.976
368,-2.976
369,-2.976
370,-2.976
371,-2.976
372,-2.976
373,-2.976
374,-2.976
375,-2.977
376,-2.977
377,-2.977
378,-2.977
379,-2.977
380,-2.977
381,-2.977
382,-2.977
383,-2.977
384,-2.977
385,-2.978
386,-2.978
387,-2.978
388,-2.978
389,-2.978
390,-2.978
391,-2.978
