# time [s],deformation [mm]
1,-1.550
2,-1.550
3,-1.550
4,-1.550
5,-1.550
6,-1.550
7,-1.550
8,-1.550
9,-1.550
10,-1.550
11,-1.550
12,-1.550
13,-1.550
14,-1.550
15,-1.550
16,-1.550
17,-1.550
18,-1.550
19,-1.550
20,-1.550
21,-1.550
22,-1.550
23,-1.550
24,-1.550
25,-1.550
26,-1.551
27,-1.551
28,-1.551
29,-1.551
30,-1.551
31,-1.551
32,-1.551
33,-1.551
34,-1.551
35,-1.551
36,-1.551
37,-1.551
38,-1.551
39,-1.551
40,-1.551
41,-1.636
42,-1.654
43,-1.665
44,-1.673
45,-1.679
46,-1.685
47,-1.690
48,-1.695
49,-1.699
50,-1.703
51,-1.707
52,-1.710
53,-1.713
54,-1.717
55,-1.719
56,-1.722
57,-1.725
58,-1.728
59,-1.731
60,-1.733
61,-1.735
62,-1.738
63,-1.740
64,-1.742
65,-1.744
66,-1.746
67,-1.748
68,-1.750
69,-1.752
70,-1.754
71,-1.756
72,-1.758
73,-1.759
74,-1.761
75,-1.763
76,-1.764
77,-1.766
78,-1.768
79,-1.769
80,-1.771
81,-1.772
82,-1.773
83,-1.775
84,-1.776
85,-1.778
86,-1.779
87,-1.781
88,-1.782
89,-1.783
90,-1.785
91,-1.786
92,-1.787
93,-1.789
94,-1.790
95,-1.791
96,-1.792
97,-1.793
98,-1.795
99,-1.796
100,-1.797
101,-1.798
102,-1.799
103,-1.800
104,-1.801
105,-1.802
106,-1.803
107,-1.805
108,-1.805
109,-1.806
110,-1.807
111,-1.808
112,-1.809
113,-1.810
114,-1.811
115,-1.812
116,-1.813
117,-1.814
118,-1.815
119,-1.816
120,-1.817
121,-1.818
122,-1.819
123,-1.819
124,-1.820
125,-1.821
126,-1.822
127,-1.823
128,-1.824
129,-1.824
130,-1.825
131,-1.826
132,-1.827
133,-1.827
134,-1.828
135,-1.829
136,-1.829
137,-1.830
138,-1.831
139,-1.831
140,-1.832
141,-1.833
142,-1.834
143,-1.834
144,-1.835
145,-1.836
146,-1.836
147,-1.837
148,-1.837
149,-1.838
150,-1.839
151,-1.839
152,-1.840
153,-1.841
154,-1.841
155,-1.842
156,-1.843
157,-1.843
158,-1.844
159,-1.844
160,-1.845
161,-1.845
162,-1.846
163,-1.847
164,-1.847
165,-1.848
166,-1.848
167,-1.849
168,-1.850
169,-1.850
170,-1.851
171,-1.851
172,-1.852
173,-1.852
174,-1.853
175,-1.853
176,-1.854
177,-1.854
178,-1.855
179,-1.855
180,-1.856
181,-1.856
182,-1.856
183,-1.857
184,-1.857
185,-1.858
186,-1.858
187,-1.859
188,-1.859
189,-1.859
190,-1.860
191,-1.860
192,-1.861
193,-1.861
194,-1.861
195,-1.862
196,-1.862
197,-1.863
198,-1.863
199,-1.863
200,-1.864
201,-1.864
202,-1.865
203,-1.865
204,-1.865
205,-1.866
206,-1.866
207,-1.866
208,-1.867
209,-1.867
210,-1.868
211,-1.868
212,-1.868
213,-1.869
214,-1.869
215,-1.869
216,-1.869
217,-1.870
218,-1.870
219,-1.871
220,-1.871
221,-1.871
222,-1.872
223,-1.872
224,-1.872
225,-1.872
226,-1.873
227,-1.873
228,-1.874
229,-1.874
230,-1.874
231,-1.875
232,-1.875
233,-1.875
234,-1.875
235,-1.876
236,-1.876
237,-1.876
238,-1.876
239,-1.877
240,-1.877
241,-1.877
242,-1.877
243,-1.878
244,-1.878
245,-1.878
246,-1.879
247,-1.879
248,-1.879
249,-1.879
250,-1.880
251,-1.880
252,-1.880
253,-1.880
254,-1.881
255,-1.881
256,-1.881
257,-1.881
258,-1.882
259,-1.882
260,-1.882
261,-1.883
262,-1.883
263,-1.883
264,-1.883
265,-1.883
266,-1.884
267,-1.884
268,-1.884
269,-1.884
270,-1.885
271,-1.885
272,-1.885
273,-1.885
274,-1.885
275,-1.885
276,-1.886
277,-1.886
278,-1.886
279,-1.886
280,-1.887
281,-1.887
282,-1.887
283,-1.887
284,-1.887
285,-1.888
286,-1.888
287,-1.888
288,-1.888
289,-1.889
290,-1.889
291,-1.889
292,-1.889
293,-1.889
294,-1.889
295,-1.890
296,-1.890
297,-1.890
298,-1.890
299,-1.890
300,-1.890
301,-1.891
302,-1.891
303,-1.891
304,-1.891
305,-1.891
306,-1.891
307,-1.891
308,-1.892
309,-1.892
310,-1.892
