0393,    -0.797,   MM,04
0394,    -0.463,   MM,01
0395,    -0.879,   MM,02
0396,    -1.168,   MM,03
0397,    -1.168,   MM,03
0398,    -0.797,   MM,04
0399,    -0.463,   MM,01
0400,    -0.879,   MM,02
0401,    -0.463,   MM,01
0402,    -1.168,   MM,03
0403,    -0.797,   MM,04
0404,    -0.879,   MM,02
0405,    -0.797,   MM,04
0406,    -0.463,   MM,01
0407,    -0.879,   MM,02
0408,    -1.168,   MM,03
0409,    -1.168,   MM,03
0410,    -0.797,   MM,04
0411,    -0.463,   MM,01
0412,    -0.879,   MM,02
0413,    -0.463,   MM,01
0414,    -1.168,   MM,03
0415,    -0.797,   MM,04
0416,    -0.879,   MM,02
0417,    -0.797,   MM,04
0418,    -0.463,   MM,01
0419,    -0.879,   MM,02
0420,    -1.168,   MM,03
0421,    -1.168,   MM,03
0422,    -0.797,   MM,04
0423,    -0.463,   MM,01
0424,    -0.879,   MM,02
0425,    -0.463,   MM,01
0426,    -1.168,   MM,03
0427,    -0.797,   MM,04
0428,    -0.879,   MM,02
0429,    -0.797,   MM,04
0430,    -0.463,   MM,01
0431,    -0.879,   MM,02
0432,    -1.168,   MM,03
0433,    -1.168,   MM,03
0434,    -0.797,   MM,04
0435,    -0.463,   MM,01
0436,    -0.879,   MM,02
0437,    -0.463,   MM,01
0438,    -1.168,   MM,03
0439,    -0.797,   MM,04
0440,    -0.879,   MM,02
0441,    -0.797,   MM,04
0442,    -0.463,   MM,01
0443,    -0.879,   MM,02
0444,    -1.168,   MM,03
0445,    -1.168,   MM,03
0446,    -0.797,   MM,04
0447,    -0.463,   MM,01
0448,    -0.879,   MM,02
0449,    -0.463,   MM,01
0450,    -1.168,   MM,03
0451,    -0.797,   MM,04
0452,    -0.879,   MM,02
0453,    -0.797,   MM,04
0454,    -0.463,   MM,01
0455,    -0.879,   MM,02
0456,    -1.168,   MM,03
0457,    -1.168,   MM,03
0458,    -0.797,   MM,04
0459,    -0.463,   MM,01
0460,    -0.879,   MM,02
0461,    -0.463,   MM,01
0462,    -1.168,   MM,03
0463,    -0.797,   MM,04
0464,    -0.879,   MM,02
0465,    -0.797,   MM,04
0466,    -0.463,   MM,01
0467,    -0.879,   MM,02
0468,    -1.168,   MM,03
0469,    -1.168,   MM,03
0470,    -0.797,   MM,04
0471,    -0.463,   MM,01
0472,    -0.879,   MM,02
0473,    -0.463,   MM,01
0474,    -1.168,   MM,03
0475,    -0.797,   MM,04
0476,    -0.879,   MM,02
0477,    -0.797,   MM,04
0478,    -0.463,   MM,01
0479,    -0.879,   MM,02
0480,    -1.168,   MM,03
0481,    -1.168,   MM,03
0482,    -0.797,   MM,04
0483,    -0.463,   MM,01
0484,    -0.879,   MM,02
0485,    -0.463,   MM,01
0486,    -1.168,   MM,03
0487,    -0.797,   MM,04
0488,    -0.879,   MM,02
0489,    -0.797,   MM,04
0490,    -0.463,   MM,01
0491,    -0.879,   MM,02
0492,    -1.168,   MM,03
0493,    -1.168,   MM,03
0494,    -0.797,   MM,04
0495,    -0.463,   MM,01
0496,    -0.879,   MM,02
0497,    -0.463,   MM,01
0498,    -1.168,   MM,03
0499,    -0.797,   MM,04
0500,    -0.879,   MM,02
0501,    -0.797,   MM,04
0502,    -0.463,   MM,01
0503,    -0.879,   MM,02
0504,    -1.168,   MM,03
0505,    -1.168,   MM,03
0506,    -0.797,   MM,04
0507,    -0.463,   MM,01
0508,    -0.879,   MM,02
0509,    -0.463,   MM,01
0510,    -1.168,   MM,03
0511,    -0.797,   MM,04
0512,    -0.879,   MM,02
0513,    -0.879,   MM,02
0514,    -0.463,   MM,01
0515,    -1.168,   MM,03
0516,    -0.797,   MM,04
0517,    -1.168,   MM,03
0518,    -0.797,   MM,04
0519,    -0.463,   MM,01
0520,    -0.879,   MM,02
0521,    -0.463,   MM,01
0522,    -1.168,   MM,03
0523,    -0.797,   MM,04
0524,    -0.879,   MM,02
0525,    -0.879,   MM,02
0526,    -0.463,   MM,01
0527,    -1.168,   MM,03
0528,    -0.797,   MM,04
0529,    -1.168,   MM,03
0530,    -0.797,   MM,04
0531,    -0.463,   MM,01
0532,    -0.879,   MM,02
0533,    -0.463,   MM,01
0534,    -1.168,   MM,03
0535,    -0.797,   MM,04
0536,    -0.879,   MM,02
0537,    -0.879,   MM,02
0538,    -0.463,   MM,01
0539,    -1.168,   MM,03
0540,    -0.797,   MM,04
0541,    -1.168,   MM,03
0542,    -0.797,   MM,04
0543,    -0.463,   MM,01
0544,    -0.879,   MM,02
0545,    -0.463,   MM,01
0546,    -1.168,   MM,03
0547,    -0.797,   MM,04
0548,    -0.879,   MM,02
0549,    -0.879,   MM,02
0550,    -0.463,   MM,01
0551,    -1.168,   MM,03
0552,    -0.797,   MM,04
0553,    -1.168,   MM,03
0554,    -0.797,   MM,04
0555,    -0.463,   MM,01
0556,    -0.879,   MM,02
0557,    -0.463,   MM,01
0558,    -1.168,   MM,03
0559,    -0.797,   MM,04
0560,    -0.879,   MM,02
0561,    -0.879,   MM,02
0562,    -0.463,   MM,01
0563,    -1.168,   MM,03
0564,    -0.797,   MM,04
0565,    -1.168,   MM,03
0566,    -0.797,   MM,04
0567,    -0.463,   MM,01
0568,    -0.879,   MM,02
0569,    -0.463,   MM,01
0570,    -1.168,   MM,03
0571,    -0.797,   MM,04
0572,    -0.879,   MM,02
0573,    -0.879,   MM,02
0574,    -0.463,   MM,01
0575,    -1.168,   MM,03
0576,    -0.797,   MM,04
0577,    -1.168,   MM,03
0578,    -0.797,   MM,04
0579,    -0.463,   MM,01
0580,    -0.879,   MM,02
0581,    -0.463,   MM,01
0582,    -0.797,   MM,04
0583,    -0.879,   MM,02
0584,    -1.168,   MM,03
0585,    -0.879,   MM,02
0586,    -0.463,   MM,01
0587,    -1.168,   MM,03
0588,    -0.797,   MM,04
0589,    -0.797,   MM,04
0590,    -0.463,   MM,01
0591,    -0.879,   MM,02
